_sa_instance_state, article_id, condition, exposure_id, popstate, position, previous_scroll_rate, primary, timestamp_selections, title, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78c40>","1c","condition4","43178106246/2023-08-04 14:54:36.786604","yes","0","0","43178106246/1c/0/2023-08-04 14:54:53.853631","2023-08-04 14:54:53.853631","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78ca0>","12c","condition1","90485814111/2023-08-04 14:54:49.376664","yes","3","0.45","90485814111/12c/3/2023-08-04 14:54:54.412297","2023-08-04 14:54:54.412297","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78d00>","3c","condition1","90485814111/2023-08-04 14:55:10.456193","no","4","0.45","90485814111/3c/4/2023-08-04 14:55:13.076919","2023-08-04 14:55:13.076919","Anti-transactivisten maskeren transfobie met beroep op angstgevoelens","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78d60>","3c","condition1","90485814111/2023-08-04 14:55:10.456193","yes","4","0.45","90485814111/3c/4/2023-08-04 14:55:13.715085","2023-08-04 14:55:13.715085","Anti-transactivisten maskeren transfobie met beroep op angstgevoelens","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78dc0>","1c","condition1","90485814111/2023-08-04 14:55:35.430276","no","5","0.8","90485814111/1c/5/2023-08-04 14:55:39.056543","2023-08-04 14:55:39.056543","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78e20>","1c","condition1","90485814111/2023-08-04 14:55:35.430276","yes","5","0.8","90485814111/1c/5/2023-08-04 14:55:40.855180","2023-08-04 14:55:40.855180","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78e80>","5d","condition1","90485814111/2023-08-04 14:56:04.977756","no","6","1","90485814111/5d/6/2023-08-04 14:56:14.071631","2023-08-04 14:56:14.071631","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78ee0>","5d","condition1","90485814111/2023-08-04 14:56:04.977756","yes","6","1","90485814111/5d/6/2023-08-04 14:56:14.784475","2023-08-04 14:56:14.784475","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78f40>","1a","condition2","91178844387/2023-08-04 14:55:16.011271","yes","5","0.19","91178844387/1a/5/2023-08-04 14:56:22.251785","2023-08-04 14:56:22.251785","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","91178844387",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff78fa0>","10d","condition4","43178106246/2023-08-04 14:56:14.951153","no","1","0.25","43178106246/10d/1/2023-08-04 14:56:26.621250","2023-08-04 14:56:26.621250","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30040>","10d","condition4","43178106246/2023-08-04 14:56:14.951153","yes","1","0.25","43178106246/10d/1/2023-08-04 14:56:27.033418","2023-08-04 14:56:27.033418","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff300a0>","10d","condition2","91178844387/2023-08-04 14:56:25.345377","yes","0","0","91178844387/10d/0/2023-08-04 14:56:27.526969","2023-08-04 14:56:27.526969","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","91178844387",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30100>","2c","condition1","90485814111/2023-08-04 14:56:31.127677","no","7","1","90485814111/2c/7/2023-08-04 14:56:33.595537","2023-08-04 14:56:33.595537","Critici nieuwe Transgenderwet dragen bij aan dehumanisering transpersonen","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30160>","2c","condition1","90485814111/2023-08-04 14:56:31.127677","yes","7","1","90485814111/2c/7/2023-08-04 14:56:34.796213","2023-08-04 14:56:34.796213","Critici nieuwe Transgenderwet dragen bij aan dehumanisering transpersonen","90485814111",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff301c0>","4d","condition4","43178106246/2023-08-04 14:57:07.269541","no","7","1","43178106246/4d/7/2023-08-04 14:57:35.685121","2023-08-04 14:57:35.685121","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30220>","4d","condition4","43178106246/2023-08-04 14:57:07.269541","yes","7","1","43178106246/4d/7/2023-08-04 14:57:36.260982","2023-08-04 14:57:36.260982","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30280>","2a","condition2","89877907719/2023-08-04 14:57:54.362531","no","1","0","89877907719/2a/1/2023-08-04 14:57:58.182455","2023-08-04 14:57:58.182455","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff302e0>","2a","condition2","89877907719/2023-08-04 14:57:54.362531","yes","1","0","89877907719/2a/1/2023-08-04 14:57:59.010884","2023-08-04 14:57:59.010884","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30340>","5c","condition2","89877907719/2023-08-04 14:58:13.808520","no","3","0","89877907719/5c/3/2023-08-04 14:58:17.183905","2023-08-04 14:58:17.183905","Lang over tijd: Kabinet maakt eindelijk publiekelijk excuses voor vernederende oude Transgenderwet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff303a0>","5c","condition2","89877907719/2023-08-04 14:58:13.808520","yes","3","0","89877907719/5c/3/2023-08-04 14:58:18.642807","2023-08-04 14:58:18.642807","Lang over tijd: Kabinet maakt eindelijk publiekelijk excuses voor vernederende oude Transgenderwet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30400>","4c","condition2","89877907719/2023-08-04 14:58:24.546785","no","0","0","89877907719/4c/0/2023-08-04 14:58:28.831375","2023-08-04 14:58:28.831375","Eindelijk! Nieuwe Transgenderwet haalt vernederende barriers weg voor transgender personen.","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30460>","4c","condition2","89877907719/2023-08-04 14:58:24.546785","yes","0","0","89877907719/4c/0/2023-08-04 14:58:30.456609","2023-08-04 14:58:30.456609","Eindelijk! Nieuwe Transgenderwet haalt vernederende barriers weg voor transgender personen.","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff304c0>","3d","condition4","43178106246/2023-08-04 14:58:29.756872","no","5","1","43178106246/3d/5/2023-08-04 14:58:42.414117","2023-08-04 14:58:42.414117","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30520>","3d","condition4","43178106246/2023-08-04 14:58:29.756872","yes","5","1","43178106246/3d/5/2023-08-04 14:58:43.691953","2023-08-04 14:58:43.691953","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","43178106246",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30580>","11c","condition2","89877907719/2023-08-04 14:58:55.530714","no","7","0.97","89877907719/11c/7/2023-08-04 14:59:02.516824","2023-08-04 14:59:02.516824","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff305e0>","11c","condition2","89877907719/2023-08-04 14:58:55.530714","yes","7","0.97","89877907719/11c/7/2023-08-04 14:59:03.545478","2023-08-04 14:59:03.545478","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30640>","2a","condition2","89877907719/2023-08-04 14:59:38.103890","no","1","0","89877907719/2a/1/2023-08-04 14:59:57.590008","2023-08-04 14:59:57.590008","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff306a0>","2a","condition2","89877907719/2023-08-04 14:59:38.103890","yes","1","0","89877907719/2a/1/2023-08-04 14:59:59.027841","2023-08-04 14:59:59.027841","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","89877907719",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30700>","11b","condition6","64160476867/2023-08-04 15:00:37.605091","no","0","1","64160476867/11b/0/2023-08-04 15:02:18.302838","2023-08-04 15:02:18.302838","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","64160476867",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30760>","11b","condition6","64160476867/2023-08-04 15:00:37.605091","yes","0","1","64160476867/11b/0/2023-08-04 15:02:19.091812","2023-08-04 15:02:19.091812","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","64160476867",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff307c0>","3b","condition6","38509956127/2023-08-04 15:02:11.283713","no","0","0.98","38509956127/3b/0/2023-08-04 15:02:30.127514","2023-08-04 15:02:30.127514","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30820>","3b","condition6","38509956127/2023-08-04 15:02:11.283713","yes","0","0.98","38509956127/3b/0/2023-08-04 15:02:32.516562","2023-08-04 15:02:32.516562","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30880>","4d","condition5","66632171806/2023-08-04 15:02:12.796317","no","2","1","66632171806/4d/2/2023-08-04 15:02:43.482390","2023-08-04 15:02:43.482390","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff308e0>","4d","condition5","66632171806/2023-08-04 15:02:12.796317","yes","2","1","66632171806/4d/2/2023-08-04 15:02:43.769250","2023-08-04 15:02:43.769250","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30940>","11b","condition6","64160476867/2023-08-04 15:02:35.871681","yes","0","1","64160476867/11b/0/2023-08-04 15:02:50.980125","2023-08-04 15:02:50.980125","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","64160476867",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff309a0>","5b","condition6","38509956127/2023-08-04 15:02:49.148025","no","1","0","38509956127/5b/1/2023-08-04 15:02:52.332075","2023-08-04 15:02:52.332075","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30a00>","3d","condition4","50753090975/2023-08-04 15:02:28.849143","no","0","0.43","50753090975/3d/0/2023-08-04 15:02:53.325928","2023-08-04 15:02:53.325928","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","50753090975",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30a60>","5b","condition6","38509956127/2023-08-04 15:02:49.148025","yes","1","0","38509956127/5b/1/2023-08-04 15:02:52.806927","2023-08-04 15:02:52.806927","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30ac0>","3d","condition4","50753090975/2023-08-04 15:02:28.849143","yes","0","0.43","50753090975/3d/0/2023-08-04 15:02:53.762077","2023-08-04 15:02:53.762077","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","50753090975",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30b20>","11b","condition6","38509956127/2023-08-04 15:03:03.147008","no","2","0.24","38509956127/11b/2/2023-08-04 15:03:10.881513","2023-08-04 15:03:10.881513","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30b80>","11b","condition6","38509956127/2023-08-04 15:03:03.147008","no","2","0.24","38509956127/11b/2/2023-08-04 15:03:11.537149","2023-08-04 15:03:11.537149","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30be0>","11b","condition6","38509956127/2023-08-04 15:03:03.147008","yes","2","0.24","38509956127/11b/2/2023-08-04 15:03:11.555289","2023-08-04 15:03:11.555289","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30c40>","11b","condition6","64160476867/2023-08-04 15:02:52.790403","no","0","1","64160476867/11b/0/2023-08-04 15:03:11.933330","2023-08-04 15:03:11.933330","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","64160476867",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30ca0>","11b","condition6","64160476867/2023-08-04 15:02:52.790403","yes","0","1","64160476867/11b/0/2023-08-04 15:03:14.356551","2023-08-04 15:03:14.356551","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","64160476867",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30d00>","10d","condition5","66632171806/2023-08-04 15:03:10.483520","no","1","0","66632171806/10d/1/2023-08-04 15:03:20.385651","2023-08-04 15:03:20.385651","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30d60>","10d","condition5","66632171806/2023-08-04 15:03:10.483520","yes","1","0","66632171806/10d/1/2023-08-04 15:03:21.239947","2023-08-04 15:03:21.239947","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30dc0>","3b","condition5","66632171806/2023-08-04 15:03:32.961660","no","3","0","66632171806/3b/3/2023-08-04 15:03:42.473450","2023-08-04 15:03:42.473450","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30e20>","3b","condition5","66632171806/2023-08-04 15:03:32.961660","yes","3","0","66632171806/3b/3/2023-08-04 15:03:42.730866","2023-08-04 15:03:42.730866","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30e80>","12b","condition6","38509956127/2023-08-04 15:03:41.076145","no","3","0.32","38509956127/12b/3/2023-08-04 15:03:44.762859","2023-08-04 15:03:44.762859","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? “Nee”, zegt transgender activist Lydia van Doorn","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30ee0>","12b","condition6","38509956127/2023-08-04 15:03:41.076145","yes","3","0.32","38509956127/12b/3/2023-08-04 15:03:45.940382","2023-08-04 15:03:45.940382","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? “Nee”, zegt transgender activist Lydia van Doorn","38509956127",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30f40>","4d","condition4","34685105076/2023-08-04 15:03:28.097454","no","1","0.91","34685105076/4d/1/2023-08-04 15:03:47.872578","2023-08-04 15:03:47.872578","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","34685105076",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97ff30fa0>","4d","condition4","34685105076/2023-08-04 15:03:28.097454","yes","1","0.91","34685105076/4d/1/2023-08-04 15:03:48.742719","2023-08-04 15:03:48.742719","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","34685105076",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6040>","10d","condition6","41342490783/2023-08-04 14:55:14.995437","no","3","0.64","41342490783/10d/3/2023-08-04 15:04:09.809562","2023-08-04 15:04:09.809562","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","41342490783",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee60a0>","10d","condition6","41342490783/2023-08-04 14:55:14.995437","yes","3","0.64","41342490783/10d/3/2023-08-04 15:04:10.009028","2023-08-04 15:04:10.009028","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","41342490783",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6100>","1a","condition5","66632171806/2023-08-04 15:04:04.362816","no","5","0.75","66632171806/1a/5/2023-08-04 15:04:12.137369","2023-08-04 15:04:12.137369","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6160>","1a","condition5","66632171806/2023-08-04 15:04:04.362816","yes","5","0.75","66632171806/1a/5/2023-08-04 15:04:14.731088","2023-08-04 15:04:14.731088","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","66632171806",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee61c0>","4d","condition4","36531629397/2023-08-04 15:03:42.644925","no","4","1","36531629397/4d/4/2023-08-04 15:04:23.607635","2023-08-04 15:04:23.607635","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6220>","4d","condition4","36531629397/2023-08-04 15:03:42.644925","yes","4","1","36531629397/4d/4/2023-08-04 15:04:23.798511","2023-08-04 15:04:23.798511","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6280>","4d","condition4","50753090975/2023-08-04 15:04:05.535652","no","6","0.91","50753090975/4d/6/2023-08-04 15:04:39.928642","2023-08-04 15:04:39.928642","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","50753090975",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee62e0>","4d","condition4","50753090975/2023-08-04 15:04:05.535652","yes","6","0.91","50753090975/4d/6/2023-08-04 15:04:40.152803","2023-08-04 15:04:40.152803","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","50753090975",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6340>","1c","condition4","36531629397/2023-08-04 15:04:40.734615","no","6","1","36531629397/1c/6/2023-08-04 15:04:53.549345","2023-08-04 15:04:53.549345","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee63a0>","1c","condition4","36531629397/2023-08-04 15:04:40.734615","yes","6","1","36531629397/1c/6/2023-08-04 15:04:53.781128","2023-08-04 15:04:53.781128","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6400>","11d","condition4","36531629397/2023-08-04 15:05:13.080685","no","0","1","36531629397/11d/0/2023-08-04 15:05:19.408398","2023-08-04 15:05:19.408398","Reacties op postercampagne tegen nieuwe Transgenderwet","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6460>","11d","condition4","36531629397/2023-08-04 15:05:13.080685","yes","0","1","36531629397/11d/0/2023-08-04 15:05:20.033146","2023-08-04 15:05:20.033146","Reacties op postercampagne tegen nieuwe Transgenderwet","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee64c0>","1a","condition3","55758669085/2023-08-04 15:05:11.944851","no","0","1","55758669085/1a/0/2023-08-04 15:05:23.919711","2023-08-04 15:05:23.919711","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6520>","1a","condition3","55758669085/2023-08-04 15:05:11.944851","yes","0","1","55758669085/1a/0/2023-08-04 15:05:24.280097","2023-08-04 15:05:24.280097","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6580>","12c","condition1","47714309471/2023-08-04 15:03:38.856123","no","5","1.01","47714309471/12c/5/2023-08-04 15:05:33.230960","2023-08-04 15:05:33.230960","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","47714309471",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee65e0>","12c","condition1","47714309471/2023-08-04 15:03:38.856123","yes","5","1.01","47714309471/12c/5/2023-08-04 15:05:34.097334","2023-08-04 15:05:34.097334","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","47714309471",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6640>","3d","condition4","36531629397/2023-08-04 15:05:35.175889","no","1","0","36531629397/3d/1/2023-08-04 15:05:36.838901","2023-08-04 15:05:36.838901","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee66a0>","3d","condition4","36531629397/2023-08-04 15:05:35.175889","no","1","0","36531629397/3d/1/2023-08-04 15:05:38.266775","2023-08-04 15:05:38.266775","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6700>","3d","condition4","36531629397/2023-08-04 15:05:35.175889","yes","1","0","36531629397/3d/1/2023-08-04 15:05:38.294667","2023-08-04 15:05:38.294667","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6760>","2a","condition6","41342490783/2023-08-04 15:05:01.456948","no","0","1","41342490783/2a/0/2023-08-04 15:05:39.352628","2023-08-04 15:05:39.352628","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","41342490783",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee67c0>","2a","condition6","41342490783/2023-08-04 15:05:01.456948","yes","0","1","41342490783/2a/0/2023-08-04 15:05:40.990991","2023-08-04 15:05:40.990991","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","41342490783",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6820>","5b","condition3","55758669085/2023-08-04 15:06:16.567818","no","1","0","55758669085/5b/1/2023-08-04 15:06:18.205213","2023-08-04 15:06:18.205213","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6880>","5b","condition3","55758669085/2023-08-04 15:06:16.567818","yes","1","0","55758669085/5b/1/2023-08-04 15:06:18.331646","2023-08-04 15:06:18.331646","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee68e0>","12a","condition3","55758669085/2023-08-04 15:06:50.739775","no","2","0","55758669085/12a/2/2023-08-04 15:06:52.671380","2023-08-04 15:06:52.671380","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? ‘Onzin! Dit is maar een spookbeeld’, zegt transgender activist Lydia van Doorn","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6940>","12a","condition3","55758669085/2023-08-04 15:06:50.739775","yes","2","0","55758669085/12a/2/2023-08-04 15:06:53.058751","2023-08-04 15:06:53.058751","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? ‘Onzin! Dit is maar een spookbeeld’, zegt transgender activist Lydia van Doorn","55758669085",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee69a0>","3d","condition4","36531629397/2023-08-04 15:07:20.023928","no","1","0","36531629397/3d/1/2023-08-04 15:07:28.308662","2023-08-04 15:07:28.308662","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6a00>","3d","condition4","36531629397/2023-08-04 15:07:20.023928","yes","1","0","36531629397/3d/1/2023-08-04 15:07:28.717881","2023-08-04 15:07:28.717881","Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6a60>","4b","condition6","93291114706/2023-08-04 15:05:29.990849","no","0","1","93291114706/4b/0/2023-08-04 15:07:27.934515","2023-08-04 15:07:27.934515","Wat houdt de nieuwe transgenderwet in? Wij vroegen transpersonen en -activisten ","93291114706",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6ac0>","4b","condition6","93291114706/2023-08-04 15:05:29.990849","yes","0","1","93291114706/4b/0/2023-08-04 15:07:29.275101","2023-08-04 15:07:29.275101","Wat houdt de nieuwe transgenderwet in? Wij vroegen transpersonen en -activisten ","93291114706",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6b20>","12d","condition4","36531629397/2023-08-04 15:07:38.596339","no","2","0","36531629397/12d/2/2023-08-04 15:07:39.966388","2023-08-04 15:07:39.966388","Lopen vrouwen gevaar in vrouwentoiletten door nieuwe Transgenderwet?","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6b80>","12d","condition4","36531629397/2023-08-04 15:07:38.596339","yes","2","0","36531629397/12d/2/2023-08-04 15:07:40.336231","2023-08-04 15:07:40.336231","Lopen vrouwen gevaar in vrouwentoiletten door nieuwe Transgenderwet?","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6be0>","5d","condition4","36531629397/2023-08-04 15:08:12.055653","no","3","0.44","36531629397/5d/3/2023-08-04 15:08:14.233166","2023-08-04 15:08:14.233166","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","36531629397",
"<sqlalchemy.orm.state.InstanceState object at 0x7fd97fee6c40>","5d","condition4","36531629397/2023-08-04 15:08:12.055653","yes","3","0.44","36531629397/5d/3/2023-08-04 15:08:14.351341","2023-08-04 15:08:14.351341","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","36531629397",
